sample_name	Chr	Start	End	cn_2	cn_3	cn_segments	image_path	label	shatterSeek_label	shatterSeek_label_TorF
CPCG0233	3	7634513.0	179524544.0	8.0	17.0	92.0	HC_page_199_part_3.png	1	1	1
CGP_donor_1691207	8	50128153.0	138434525.0	16.0	16.0	30.0	HC_page_23_part_1.png	1	1	1
566792ae-f853-4a47-856d-f02cdcfcb18a	1	35669387.0	215888510.0	6.0	10.0	117.0	LC_page_47_part_3.png	1	1	1
ICGC_0108	19	793019.0	40693235.0	4.0	4.0	34.0	LC_page_141_part_3.png	1	1	1
AOCS-096	13	56212396.0	69555802.0	11.0	27.0	27.0	HC_page_144_part_3.png	1	1	1
RK195	6	1017490.0	56519171.0	5.0	8.0	63.0	LC_page_107_part_1.png	1	1	1
AOCS-059	19	7159079.0	17180659.0	7.0	7.0	31.0	HC_page_142_part_2.png	1	1	1
4c18d9cf-4af4-4a86-8b1c-f78795fbbd7e	11	44797680.0	125468262.0	12.0	12.0	12.0	HC_page_150_part_2.png	1	1	1
CGP_donor_1347731	7	1295015.0	158613922.0	43.0	62.0	62.0	HC_page_32_part_3.png	1	1	1
CGP_donor_1654385	12	397435.0	2107683.0	3.0	4.0	23.0	D4_page_10_part_4.png	0	0	1
ICGC_0431	10	4904254.0	111891388.0	17.0	17.0	17.0	HC_page_183_part_4.png	1	1	1
1ca3c5e0-32b0-4467-8ec0-ca212e35d2b3	6	30271712.0	157786893.0	5.0	12.0	48.0	LC_page_205_part_2.png	1	1	1
0798dbe2-1914-427c-a2fe-2a865d0d6eda	9	17843117.0	36219343.0	5.0	9.0	19.0	LC_page_66_part_2.png	1	1	1
70e306ee-9584-49d6-81a1-a49d837ab6aa	5	7407698.0	17053089.0	3.0	8.0	8.0	D4_page_29_part_1.png	0	0	1
5ed024e8-d05e-4c65-9441-eda9930ccc82	20	25612239.0	58105683.0	7.0	11.0	11.0	D3_page_21_part_2.png	0	0	1
CPCG0123	2	32918330.0	74219519.0	7.0	7.0	7.0	HC_page_191_part_3.png	1	1	1
054f472f-98cb-4559-b2e2-b5f800fc8eef	2	176323.0	23468097.0	19.0	32.0	49.0	HC_page_69_part_3.png	1	1	1
CGP_donor_GC00029	4	125902490.0	167111168.0	7.0	9.0	14.0	HC_page_279_part_4.png	1	1	1
MELA-0012	13	22438944.0	77491950.0	10.0	10.0	10.0	HC_page_232_part_2.png	1	1	1
OCCAMS-AH-213	8	2853805.0	22205777.0	3.0	5.0	39.0	D4_page_24_part_4.png	0	0	1
054f472f-98cb-4559-b2e2-b5f800fc8eef	13	20289812.0	114141768.0	9.0	9.0	9.0	HC_page_69_part_4.png	1	1	1
854e42bc-95b2-4b77-a4b2-ffbd6c28b281	15	22917198.0	97545746.0	10.0	14.0	69.0	HC_page_271_part_4.png	1	1	1
BTCA_donor_A096	1	120690998.0	248630158.0	21.0	25.0	291.0	HC_page_1_part_1.png	1	1	1
b8a1c8c7-3945-4d84-8f58-3a1a1eb10730	7	25279771.0	28095993.0	5.0	11.0	14.0	D3_page_144_part_1.png	0	0	1
RK030	6	4750739.0	169684690.0	20.0	20.0	38.0	HC_page_113_part_4.png	1	1	1
AOCS-169	5	389649.0	170154621.0	10.0	10.0	46.0	D3_page_89_part_3.png	0	0	1
73f875cb-bcfc-43ba-ab97-4e94caf836d4	3	20035036.0	181045916.0	9.0	9.0	9.0	D3_page_124_part_4.png	0	1	0
CGP_donor_1337223	10	76016429.0	95343437.0	4.0	6.0	107.0	LC_page_19_part_1.png	1	1	1
RK148	9	21975039.0	132836763.0	7.0	11.0	11.0	D3_page_66_part_2.png	0	0	1
PCSI_0300	X	116539582.0	151569032.0	9.0	15.0	15.0	D3_page_108_part_4.png	0	1	0
0090_CRUK_PC_0090	5	41539060.0	97372926.0	7.0	7.0	7.0	D3_page_117_part_4.png	0	1	0
CGP_donor_1230722	4	53307836.0	100323926.0	5.0	5.0	46.0	LC_page_32_part_4.png	1	1	1
CPCG0324	2	138429668.0	155586709.0	9.0	9.0	9.0	HC_page_206_part_2.png	1	1	1
335d0351-3740-4847-9ff4-be2f078c70f7	17	28133401.0	66354370.0	4.0	7.0	22.0	LC_page_74_part_2.png	1	1	1
OCCAMS-AH-173	13	26991542.0	96155452.0	8.0	8.0	8.0	D3_page_41_part_3.png	0	0	1
OCCAMS-AH-014	10	84597156.0	108564886.0	4.0	5.0	7.0	D3_page_38_part_3.png	0	0	1
OCCAMS-AH-091	6	97713679.0	170207401.0	3.0	5.0	21.0	D4_page_23_part_1.png	0	0	1
4101316	3	81591651.0	155801731.0	5.0	11.0	64.0	LC_page_126_part_2.png	1	1	1
CGP_donor_1528364	18	63082505.0	77710470.0	7.0	17.0	83.0	HC_page_17_part_4.png	1	1	1
CGP_donor_1654385	21	10701912.0	45821258.0	7.0	7.0	112.0	HC_page_47_part_1.png	1	1	1
CGP_donor_GC00047	8	65287254.0	138950505.0	4.0	9.0	24.0	LC_page_203_part_3.png	1	1	1
PCSI_0208	17	27512548.0	52837653.0	6.0	6.0	17.0	LC_page_153_part_2.png	1	1	1
RK091	7	70340834.0	157389138.0	12.0	20.0	20.0	HC_page_117_part_2.png	1	1	1
d89b1fd6-bef4-4803-8ed3-3b442be600b6	12	39664500.0	116679872.0	4.0	5.0	9.0	D4_page_28_part_2.png	0	0	1
a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814	1	147408680.0	212272247.0	6.0	9.0	62.0	LC_page_54_part_4.png	1	1	1
35cb7841-9b09-465a-90c5-e3b8a9faad49	12	57763408.0	71398497.0	4.0	5.0	29.0	D4_page_35_part_1.png	0	0	1
ICGC_0146	11	44273470.0	122909222.0	7.0	7.0	7.0	HC_page_159_part_1.png	1	1	1
2a84997d-ccee-4f46-bea2-752534f26416	X	2221350.0	153108115.0	23.0	23.0	28.0	D3_page_17_part_4.png	0	0	1
MELA-0002	22	17741148.0	36618400.0	6.0	8.0	13.0	LC_page_175_part_1.png	1	1	1
6c28f086-6a25-40b6-93eb-bba0014acda6	7	4042990.0	157318473.0	8.0	13.0	109.0	HC_page_72_part_1.png	1	1	1
9c274536-3ca1-4f0e-93a8-1688074d862f	8	40629167.0	102330843.0	6.0	8.0	39.0	LC_page_7_part_4.png	1	1	1
PCSI_0281	5	75405316.0	169709323.0	4.0	5.0	8.0	LC_page_156_part_1.png	1	1	1
d3b7ada6-5395-4212-a921-8e97c92b605d	18	5986794.0	35455161.0	7.0	7.0	18.0	HC_page_83_part_2.png	1	1	1
CGP_donor_GC00049	1	32164458.0	236360311.0	8.0	9.0	17.0	D3_page_136_part_1.png	0	1	0
3ed614e7-f356-4d87-985b-d3bbbae3bb40	X	3858348.0	76848685.0	7.0	7.0	7.0	HC_page_5_part_2.png	1	1	1
c2598334-f866-4cc3-93ec-2d2e8b85d319	3	141119758.0	191946026.0	5.0	21.0	61.0	LC_page_124_part_3.png	1	1	1
CGP_donor_1199104	11	66056632.0	80789772.0	5.0	5.0	75.0	LC_page_30_part_4.png	1	1	1
3ed614e7-f356-4d87-985b-d3bbbae3bb40	8	60780756.0	109595289.0	6.0	6.0	40.0	LC_page_6_part_1.png	1	1	1
CGP_donor_1701345	X	47359209.0	62646302.0	4.0	8.0	33.0	LC_page_40_part_1.png	1	1	1
CGP_donor_1230722	3	3536437.0	158590135.0	5.0	6.0	34.0	LC_page_32_part_3.png	1	1	1
OCCAMS-AH-174	21	16251242.0	47972973.0	5.0	8.0	41.0	LC_page_81_part_1.png	1	1	1
9c9b53e5-cdbe-4510-a839-4a3b5039681b	13	62209862.0	72754123.0	7.0	7.0	7.0	HC_page_259_part_3.png	1	1	1
CGP_donor_1069291	2	30546371.0	228922869.0	9.0	9.0	22.0	D3_page_9_part_2.png	0	0	1
797a71ee-372d-41e5-aeee-5ab3c4661110	13	21033268.0	104354353.0	10.0	27.0	41.0	HC_page_6_part_2.png	1	1	1
ICGC_0066	15	23941952.0	39581480.0	4.0	7.0	17.0	LC_page_140_part_2.png	1	1	1
AOCS-171	8	9852651.0	142422526.0	12.0	21.0	22.0	D3_page_91_part_2.png	0	0	1
RK211	12	9969409.0	96771043.0	11.0	12.0	12.0	D3_page_68_part_2.png	0	0	1
RK056	8	197777.0	146291756.0	7.0	17.0	265.0	HC_page_114_part_2.png	1	1	1
b85b14d7-3b5a-4800-af12-622ec03b9fe5	11	68369991.0	101011602.0	6.0	6.0	63.0	LC_page_190_part_3.png	1	1	1
CPCG0232	1	33333284.0	160926638.0	23.0	34.0	50.0	HC_page_198_part_4.png	1	1	1
ICGC_0486	2	95882672.0	200533578.0	9.0	9.0	9.0	HC_page_164_part_1.png	1	1	1
OCCAMS-RS-032	5	21645067.0	104326690.0	14.0	14.0	14.0	D3_page_44_part_1.png	0	0	1
CPCG0201	4	114833795.0	189168661.0	17.0	17.0	17.0	D3_page_114_part_1.png	0	1	0
5f6df69c-4ebf-4811-8b28-ad393dfbe1a3	6	80713179.0	118504284.0	7.0	7.0	7.0	D3_page_131_part_3.png	0	1	0
PCSI_0230	18	29885709.0	75219927.0	5.0	13.0	20.0	LC_page_154_part_1.png	1	1	1
CGP_donor_1503150	8	36031131.0	90557044.0	4.0	7.0	19.0	LC_page_28_part_1.png	1	1	1
PCSI_0290	18	1700778.0	25341902.0	5.0	10.0	56.0	LC_page_157_part_3.png	1	1	1
c9e28934-8379-4511-817c-d787f2c4ca3a	11	40526511.0	125429660.0	10.0	18.0	35.0	D3_page_101_part_2.png	0	1	0
b865dec4-f051-4fbe-9405-f832ff2010d7	11	49377920.0	77893092.0	5.0	9.0	42.0	LC_page_95_part_2.png	1	1	1
MELA-0231	7	712296.0	54531288.0	5.0	26.0	37.0	LC_page_185_part_4.png	1	1	1
CPCG0196	3	26993658.0	173827504.0	3.0	5.0	16.0	D4_page_51_part_2.png	0	0	1
8feb0e8f-d09b-437d-8651-0cdecfe776bf	6	1750031.0	162731368.0	8.0	8.0	10.0	D3_page_37_part_3.png	0	0	1
ICGC_MB145	17	17334828.0	78175336.0	7.0	11.0	16.0	HC_page_77_part_2.png	1	1	1
OCCAMS-AH-135	6	39890387.0	56314680.0	5.0	7.0	27.0	LC_page_79_part_1.png	1	1	1
CGP_donor_1528381	2	143820724.0	160979294.0	7.0	7.0	13.0	HC_page_18_part_3.png	1	1	1
1388bba1-02ba-40df-93e5-c3d58b7bbae0	21	21231971.0	30536463.0	10.0	10.0	24.0	HC_page_84_part_4.png	1	1	1
ICGC_0455	1	188073080.0	236635572.0	10.0	19.0	19.0	HC_page_184_part_1.png	1	1	1
C0042	3	63359585.0	74750084.0	11.0	11.0	11.0	HC_page_103_part_4.png	1	1	1
737b35e1-d668-4fce-9b6e-76946c7952b6	10	71615252.0	125378628.0	14.0	14.0	14.0	HC_page_73_part_4.png	1	1	1
43abe847-4ba7-466e-8283-5d7b80b999a7	2	4435309.0	219331448.0	7.0	9.0	92.0	HC_page_132_part_1.png	1	1	1
MELA-0064	6	62737071.0	96700812.0	3.0	5.0	31.0	D4_page_53_part_2.png	0	0	1
OCCAMS-AH-112	1	1979872.0	212827045.0	21.0	33.0	41.0	HC_page_88_part_4.png	1	1	1
MELA-0231	X	114145722.0	144057315.0	9.0	14.0	24.0	HC_page_244_part_2.png	1	1	1
5b7e557a-6aee-4077-b3cd-c96179e643ae	17	9703698.0	79150095.0	8.0	19.0	27.0	D3_page_140_part_4.png	0	0	1
OCCAMS-AH-112	9	2688258.0	130163538.0	11.0	19.0	35.0	HC_page_89_part_4.png	1	1	1
3ed614e7-f356-4d87-985b-d3bbbae3bb40	10	42525573.0	129255365.0	3.0	6.0	39.0	D4_page_1_part_2.png	0	0	1
OCCAMS-WG-019	6	18740622.0	21421268.0	5.0	5.0	5.0	D3_page_48_part_2.png	0	0	1
8d3e3d09-bc61-4d5e-b8d6-5aee6cb488ae	18	25148058.0	76030080.0	7.0	9.0	9.0	HC_page_282_part_1.png	1	1	1
PCSI_0284	8	25945162.0	132424548.0	4.0	7.0	68.0	LC_page_156_part_3.png	1	1	1
35cb7841-9b09-465a-90c5-e3b8a9faad49	5	78381.0	54831894.0	5.0	10.0	109.0	LC_page_112_part_1.png	1	1	1
AOCS-084	8	124079382.0	137843454.0	5.0	7.0	32.0	LC_page_130_part_3.png	1	1	1
9fc40b03-0b56-4b1f-93ed-dbc455ae3fd9	4	69152238.0	129221201.0	6.0	9.0	9.0	D3_page_50_part_4.png	0	0	1
AOCS-112	7	1525898.0	152136709.0	6.0	8.0	46.0	D4_page_41_part_3.png	0	0	1
AOCS-064	4	19583669.0	172211276.0	5.0	8.0	22.0	D3_page_78_part_2.png	0	0	1
MELA-0070	5	703450.0	42018198.0	15.0	15.0	30.0	HC_page_236_part_1.png	1	1	1
e43d3769-e25f-4fb7-9080-ea26defaf094	2	12545356.0	194298156.0	3.0	10.0	10.0	D4_page_48_part_4.png	0	0	1
2905cbd1-719b-46d9-b8af-8fe4927bc473	5	893523.0	179304807.0	5.0	15.0	189.0	LC_page_192_part_4.png	1	1	1
ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21	2	30492069.0	242512963.0	8.0	11.0	86.0	D3_page_29_part_1.png	0	0	1
CGP_donor_1347751	16	1073804.0	87928916.0	10.0	19.0	19.0	D3_page_6_part_4.png	0	0	1
4eac2c98-86d2-4ee6-a1d3-157d013c78dc	10	47136303.0	134896518.0	4.0	9.0	13.0	D4_page_45_part_3.png	0	0	1
OCCAMS-AH-127	8	24116542.0	40417339.0	4.0	7.0	11.0	LC_page_78_part_1.png	1	1	1
ICGC_0031	7	89045625.0	146695947.0	10.0	10.0	10.0	HC_page_154_part_4.png	1	1	1
0b4e8d73-459d-4930-9d1a-abb8d53e1844	8	38410763.0	129492841.0	3.0	6.0	88.0	D4_page_63_part_1.png	0	0	1
RK142	1	1138581.0	66347938.0	14.0	26.0	26.0	HC_page_2_part_1.png	1	1	1
MELA-0256	X	119143192.0	141952863.0	4.0	10.0	10.0	LC_page_187_part_1.png	1	1	1
73d2e8ef-4e10-416a-845b-f48374e48ecb	12	57518989.0	72095052.0	19.0	22.0	37.0	HC_page_268_part_1.png	1	1	1
300fff5a-0f61-402d-b845-3938ba7b1294	4	94012474.0	136381345.0	8.0	8.0	8.0	HC_page_80_part_4.png	1	1	1
CPCG0331	10	26837814.0	93718569.0	9.0	14.0	14.0	HC_page_206_part_4.png	1	1	1
3505f91d-bc66-4732-84b6-18c5b32ca6b8	7	61912885.0	158960074.0	15.0	19.0	126.0	HC_page_265_part_1.png	1	1	1
EOPC-030	15	45489848.0	50514324.0	8.0	8.0	8.0	HC_page_187_part_4.png	1	1	1
CPCG0263	3	51760828.0	135855244.0	5.0	7.0	17.0	LC_page_170_part_2.png	1	1	1
ICGC_0214	X	98103871.0	154466373.0	7.0	11.0	11.0	D3_page_104_part_4.png	0	1	0
440375d7-cdcd-418a-8992-0a8ca42d290d	5	130189137.0	149619578.0	4.0	6.0	25.0	D3_page_53_part_1.png	0	0	1
5580b21a-2cdb-4777-ad79-6e06654144f5	17	27472457.0	78723957.0	5.0	8.0	232.0	LC_page_47_part_2.png	1	1	1
MELA-0050	11	51487991.0	83958719.0	6.0	6.0	52.0	LC_page_178_part_3.png	1	1	1
ICGC_MB81	3	83993082.0	118079412.0	10.0	21.0	48.0	HC_page_79_part_3.png	1	1	1
CGP_donor_1691214	3	29117586.0	189128945.0	7.0	17.0	82.0	HC_page_25_part_4.png	1	1	1
CGP_donor_GC00004	17	4302852.0	80410986.0	4.0	12.0	26.0	D4_page_61_part_3.png	0	0	1
RK069	3	170788309.0	197801947.0	8.0	12.0	57.0	HC_page_115_part_1.png	1	1	1
e4fc0909-f284-4471-866d-d8967b6adcbc	5	3262330.0	164768438.0	9.0	11.0	26.0	D3_page_32_part_2.png	0	0	1
784de7ac-8424-42eb-83d4-a1bebaa42b97	17	25428583.0	38145015.0	7.0	7.0	48.0	HC_page_56_part_3.png	1	1	1
MELA-0193	6	548107.0	82083993.0	8.0	17.0	59.0	HC_page_240_part_2.png	1	1	1
MELA-0239	1	36546861.0	105343304.0	42.0	42.0	63.0	HC_page_244_part_4.png	1	1	1
ICGC_0037	19	21564139.0	22548813.0	9.0	9.0	9.0	HC_page_155_part_1.png	1	1	1
944a102f-3475-45aa-9e30-4b92d1449f00	22	32093117.0	32660408.0	4.0	5.0	9.0	D3_page_149_part_1.png	0	0	1
3ed614e7-f356-4d87-985b-d3bbbae3bb40	12	13507658.0	119049122.0	6.0	9.0	79.0	LC_page_6_part_2.png	1	1	1
ea3a524b-6ee3-4904-8924-29fcaa20985c	1	2466876.0	6163124.0	7.0	14.0	14.0	HC_page_260_part_2.png	1	1	1
f75d2589-fd7b-49a1-a1c8-0b4726b81f3c	12	43926078.0	100997188.0	7.0	8.0	441.0	HC_page_278_part_3.png	1	1	1
CGP_donor_1691147	19	2553855.0	32893078.0	5.0	7.0	72.0	HC_page_22_part_1.png	1	1	1
337819d2-5281-4b41-9583-a476924bc837	16	24987472.0	67049646.0	5.0	9.0	11.0	LC_page_206_part_3.png	1	1	1
CGP_donor_1347756	8	11620647.0	85317947.0	9.0	11.0	25.0	HC_page_67_part_1.png	1	1	1
MELA-0056	11	61794852.0	122148653.0	11.0	16.0	25.0	HC_page_234_part_2.png	1	1	1
ICGC_0214	4	77735561.0	162014258.0	7.0	7.0	13.0	HC_page_160_part_2.png	1	1	1
CPCG0166	1	64280405.0	222074952.0	14.0	16.0	16.0	HC_page_193_part_4.png	1	1	1
0082_CRUK_PC_0082	6	2865588.0	18891521.0	14.0	14.0	14.0	HC_page_219_part_1.png	1	1	1
713190ed-c6c1-4695-814b-85ca9b95e6a0	15	40649203.0	97539849.0	7.0	7.0	7.0	HC_page_73_part_1.png	1	1	1
74a0264d-1d31-430d-9a88-e7334c8aa96c	6	28351517.0	161800031.0	3.0	4.0	5.0	D4_page_22_part_2.png	0	0	1
CPCG0241	3	53132905.0	194929596.0	15.0	21.0	29.0	HC_page_202_part_3.png	1	1	1
CGP_donor_1232859	8	91550520.0	101047671.0	7.0	12.0	12.0	D3_page_4_part_4.png	0	1	0
OCCAMS-ST-041	5	15221088.0	46212518.0	5.0	8.0	27.0	LC_page_87_part_2.png	1	1	1
CPCG0375	2	103449140.0	146851707.0	9.0	9.0	9.0	HC_page_211_part_2.png	1	1	1
CGP_donor_1654385	1	154387036.0	165898515.0	4.0	7.0	63.0	LC_page_38_part_4.png	1	1	1
MELA-0231	16	76956420.0	89223828.0	5.0	9.0	18.0	LC_page_186_part_3.png	1	1	1
ICGC_0052	21	16837999.0	44959353.0	9.0	16.0	16.0	HC_page_155_part_2.png	1	1	1
CGP_donor_1230728	16	2388599.0	19726671.0	8.0	11.0	37.0	HC_page_44_part_1.png	1	1	1
CGP_donor_1353431	9	77800927.0	139754035.0	5.0	8.0	130.0	LC_page_36_part_1.png	1	1	1
9f6be944-83de-42ab-8738-f0022f475e61	5	10244050.0	179437055.0	11.0	11.0	28.0	D3_page_24_part_3.png	0	0	1
CGP_donor_1410210	12	972252.0	79594700.0	7.0	7.0	11.0	D3_page_12_part_3.png	0	1	0
CGP_donor_1701345	5	28386068.0	38607621.0	6.0	6.0	17.0	LC_page_39_part_3.png	1	1	1
MELA-0174	3	8169851.0	171292232.0	7.0	7.0	7.0	HC_page_238_part_4.png	1	1	1
7d905f8f-3967-4ea8-96c8-17b1b03fbec3	16	1242659.0	24867894.0	11.0	11.0	19.0	HC_page_134_part_2.png	1	1	1
AOCS-065	8	22020075.0	122183195.0	9.0	10.0	20.0	D3_page_78_part_4.png	0	1	0
CGP_donor_1528381	6	494867.0	75444947.0	20.0	24.0	43.0	HC_page_18_part_4.png	1	1	1
ICGC_0412	18	3408603.0	25505804.0	9.0	16.0	16.0	HC_page_163_part_1.png	1	1	1
CGP_donor_1353434	4	60055635.0	137193613.0	9.0	9.0	42.0	HC_page_34_part_3.png	1	1	1
2905cbd1-719b-46d9-b8af-8fe4927bc473	3	158182221.0	193942170.0	17.0	17.0	33.0	HC_page_261_part_3.png	1	1	1
700e91bb-d675-41b2-bbbd-935767c7b447	12	16693692.0	123934826.0	9.0	12.0	13.0	D3_page_97_part_1.png	0	1	0
ICGC_MB94	12	12616089.0	127105460.0	9.0	21.0	26.0	HC_page_80_part_1.png	1	1	1
OCCAMS-AH-082	5	12699681.0	171707953.0	6.0	10.0	32.0	D4_page_22_part_4.png	0	0	1
3666bc65-8e40-409e-9a1f-41583dd6d978	3	121469766.0	183835935.0	4.0	4.0	28.0	LC_page_120_part_1.png	1	1	1
05506f4c-e701-4a9d-ae06-97f066aade43	17	7564505.0	56539923.0	9.0	14.0	23.0	D3_page_14_part_2.png	0	0	1
OCCAMS-AH-086	2	12813030.0	234404523.0	7.0	34.0	37.0	D3_page_39_part_3.png	0	0	1
ICGC_0419	21	15770299.0	47546356.0	15.0	26.0	26.0	HC_page_163_part_3.png	1	1	1
CPCG0375	7	14565219.0	18687976.0	9.0	9.0	9.0	HC_page_211_part_3.png	1	1	1
AOCS-079	1	93975098.0	229706598.0	5.0	8.0	36.0	D3_page_79_part_3.png	0	0	1
ICGC_MB181	5	63000287.0	120810285.0	4.0	7.0	7.0	LC_page_71_part_2.png	1	1	1
CGP_donor_1691207	16	117927.0	85638502.0	4.0	11.0	21.0	LC_page_13_part_3.png	1	1	1
3ed614e7-f356-4d87-985b-d3bbbae3bb40	16	6669849.0	31591597.0	8.0	22.0	22.0	HC_page_5_part_1.png	1	1	1
993103b1-e5a1-4c33-8629-be53ebc41d64	2	159664646.0	172537729.0	11.0	13.0	17.0	HC_page_57_part_4.png	1	1	1
PCSI_0375	19	2792845.0	58974327.0	7.0	8.0	9.0	D3_page_111_part_2.png	0	1	0
OCCAMS-AH-167	17	26331304.0	40471971.0	5.0	6.0	28.0	LC_page_80_part_1.png	1	1	1
CPCG0128	2	57746139.0	137270112.0	12.0	19.0	19.0	HC_page_192_part_3.png	1	1	1
AOCS-120	20	24772924.0	44101646.0	4.0	7.0	37.0	LC_page_132_part_2.png	1	1	1
75113445-d2d6-44a0-866c-c9175e6d214b	3	32984474.0	82175838.0	5.0	6.0	23.0	LC_page_50_part_2.png	1	1	1
a8e2df1e-4042-42af-9231-3a00e83489f0	16	2075019.0	31393909.0	9.0	9.0	36.0	HC_page_136_part_1.png	1	1	1
ea3a524b-6ee3-4904-8924-29fcaa20985c	21	14714130.0	47619466.0	14.0	23.0	61.0	HC_page_261_part_1.png	1	1	1
ICGC_0007	20	1226919.0	53870564.0	13.0	16.0	16.0	HC_page_153_part_3.png	1	1	1
CPCG0242	8	8188079.0	96079992.0	11.0	26.0	66.0	HC_page_203_part_1.png	1	1	1
HX32	2	48452073.0	217017336.0	11.0	13.0	15.0	D3_page_61_part_3.png	0	0	1
RK307	14	56412147.0	79304555.0	7.0	8.0	11.0	HC_page_3_part_1.png	1	1	1
RK087	12	24148141.0	34697150.0	4.0	5.0	14.0	LC_page_101_part_1.png	1	1	1
CGP_donor_1691211	11	1368421.0	44085211.0	4.0	11.0	43.0	LC_page_14_part_3.png	1	1	1
233b02f3-c4f0-4a67-9db5-e68d5cdaccb6	X	3683303.0	142419844.0	5.0	7.0	77.0	LC_page_45_part_1.png	1	1	1
8fc1f1be-d2d5-4b3a-9973-f4d964018beb	11	78556791.0	103094093.0	5.0	6.0	34.0	LC_page_91_part_1.png	1	1	1
1f6b2aca-7357-40d1-ba7a-99227d9900a2	18	21140095.0	63388413.0	11.0	19.0	81.0	HC_page_130_part_3.png	1	1	1
0bc5744c-5fa3-45bb-87d0-70a02068b392	11	67403366.0	89463830.0	5.0	9.0	47.0	LC_page_41_part_3.png	1	1	1
CGP_donor_1691135	9	1002337.0	47212849.0	9.0	24.0	54.0	HC_page_20_part_2.png	1	1	1
MELA-0015	16	57509089.0	84708915.0	7.0	7.0	7.0	D3_page_127_part_3.png	0	0	1
eadf8482-e60e-4307-adb7-d5c3b9fa6cae	14	20532445.0	36857210.0	5.0	11.0	15.0	D3_page_34_part_3.png	0	0	1
3edf933a-be1a-46e8-bfb0-acdff30e64a0	12	22945549.0	94815954.0	16.0	19.0	19.0	HC_page_131_part_3.png	1	1	1
7b982d5e-3a7d-40ac-bd25-6044c62879b6	7	12149298.0	158873626.0	26.0	26.0	100.0	HC_page_133_part_4.png	1	1	1
ICGC_0025	1	152793278.0	227429822.0	5.0	8.0	8.0	D3_page_102_part_3.png	0	0	1
1404791b-86bf-4dfd-85b4-c8ff356f109c	6	503244.0	53879504.0	11.0	29.0	53.0	HC_page_245_part_2.png	1	1	1
3e5f451a-5882-4914-ae1a-95c898c2bcca	5	42823466.0	129917634.0	4.0	13.0	24.0	D4_page_27_part_1.png	0	0	1
0072_CRUK_PC_0072	1	67986816.0	86784290.0	20.0	20.0	20.0	HC_page_216_part_4.png	1	1	1
AOCS-160	6	1616031.0	23308796.0	9.0	22.0	37.0	HC_page_147_part_3.png	1	1	1
A12-0020_CRUK_PC_0020	3	7099331.0	154439230.0	17.0	17.0	17.0	HC_page_221_part_3.png	1	1	1
ICGC_MB83	20	305936.0	62568476.0	23.0	23.0	23.0	HC_page_79_part_4.png	1	1	1
CPCG0242	9	82867617.0	108956321.0	4.0	4.0	23.0	LC_page_169_part_3.png	1	1	1
368e23f0-e573-4547-bf5a-14080baf737b	9	4921030.0	131320749.0	12.0	15.0	15.0	D3_page_70_part_1.png	0	0	1
9205c164-7975-421a-90c3-edfe8def595c	2	30991919.0	219707625.0	7.0	16.0	35.0	D3_page_148_part_3.png	0	0	1
74139255-a635-4c87-814d-3dd04ed630a8	9	21130542.0	26979040.0	5.0	9.0	21.0	LC_page_68_part_1.png	1	1	1
4144951	13	24997688.0	112761208.0	7.0	7.0	14.0	HC_page_138_part_4.png	1	1	1
ICGC_0114	6	92940256.0	139746601.0	6.0	14.0	66.0	LC_page_141_part_4.png	1	1	1
RK122	3	100989378.0	104690117.0	6.0	6.0	6.0	D3_page_65_part_2.png	0	0	1
cb622cd6-776d-4681-8a67-4addd61c66b8	1	59833557.0	118334698.0	3.0	6.0	47.0	D4_page_65_part_1.png	0	0	1
CGP_donor_1199138	2	16077672.0	242757221.0	5.0	7.0	30.0	LC_page_31_part_4.png	1	1	1
EOPC-030	12	9146108.0	106049040.0	5.0	12.0	12.0	LC_page_165_part_2.png	1	1	1
1f6b2aca-7357-40d1-ba7a-99227d9900a2	4	2720902.0	165169009.0	5.0	7.0	24.0	D4_page_36_part_1.png	0	0	1
44bec761-b603-49c0-8634-f6bfe0319bb1	17	47241742.0	74862785.0	6.0	7.0	71.0	LC_page_46_part_1.png	1	1	1
5b7e557a-6aee-4077-b3cd-c96179e643ae	11	686421.0	122325231.0	5.0	15.0	19.0	D4_page_63_part_3.png	0	0	1
21f6bf91-dfc6-4a59-8b76-88a0f95c7b47	1	8799389.0	247051701.0	14.0	24.0	24.0	D3_page_94_part_3.png	0	0	1
CGP_donor_1363963	3	157158956.0	178255600.0	5.0	7.0	16.0	LC_page_37_part_1.png	1	1	1
CGP_donor_1347756	6	99814201.0	149683677.0	10.0	10.0	10.0	HC_page_66_part_4.png	1	1	1
21f6bf91-dfc6-4a59-8b76-88a0f95c7b47	3	15109935.0	168602841.0	8.0	16.0	19.0	D3_page_94_part_4.png	0	0	1
PCSI_0531	18	9032446.0	50330464.0	6.0	8.0	17.0	LC_page_163_part_4.png	1	1	1
CPCG0251	3	9531696.0	111833851.0	5.0	6.0	6.0	LC_page_170_part_1.png	1	1	1
PCSI_0451	8	47674760.0	136141807.0	8.0	10.0	15.0	HC_page_181_part_3.png	1	1	1
PCSI_0104	1	72694825.0	237333439.0	14.0	19.0	19.0	HC_page_169_part_4.png	1	1	1
90f4b65c-cfd4-4066-a5b9-842885c172e2	20	85330.0	26233761.0	5.0	9.0	72.0	LC_page_137_part_2.png	1	1	1
