sample_name	Chr	Start	End	cn_2	cn_3	cn_segments	image_path	label	shatterSeek_label	shatterSeek_label_TorF
8f3f6f7c-4b50-467e-a6e8-d836735913f6	12	1089811	133349179	6	7	580	HC_page_274_part_1.png	1	1	1
CGP_donor_GC00004	3	41357782	183461229	7	15	33	D3_page_134_part_1.png	0	0	1
904a8757-e0c5-41ef-b583-c8f170caaac1	7	67027597	102763105	3	5	15	D4_page_1_part_3.png	0	0	1
97831d28-ab41-4c18-bfc2-c4c6bc757d13	22	30205853	44783728	5	5	23	D4_page_35_part_2.png	0	0	1
CGP_donor_1691217	13	20312035	47194343	12	18	56	HC_page_26_part_3.png	1	1	1
CGP_donor_1437423	6	41870611	56460501	5	6	40	LC_page_9_part_2.png	1	1	1
PCSI_0338	2	11368327	241973077	24	24	24	D3_page_109_part_2.png	0	0	1
CPCG0409	3	9353418	184040107	28	28	28	HC_page_214_part_2.png	1	1	1
AOCS-075	1	76045362	227389874	5	11	11	D3_page_79_part_1.png	0	0	1
OCCAMS-RS-007	12	25246063	31515072	4	4	41	LC_page_82_part_4.png	1	1	1
084c6aec-94f7-4090-8f3f-59fa9e89721a	12	22079238	133021689	13	28	28	HC_page_48_part_4.png	1	1	1
9c274536-3ca1-4f0e-93a8-1688074d862f	8	40629167	102330843	6	8	39	LC_page_7_part_4.png	1	1	1
6dfd47d2-831a-4386-9051-f78199a16bb5	15	24028054	98760287	10	10	10	HC_page_127_part_3.png	1	1	1
854e42bc-95b2-4b77-a4b2-ffbd6c28b281	11	20106252	97980852	23	39	62	HC_page_270_part_4.png	1	1	1
C0050	3	57083918	66979704	7	11	11	HC_page_104_part_2.png	1	1	1
CPCG0199	5	30217746	163056821	16	16	16	HC_page_195_part_3.png	1	1	1
8afa3140-dcbd-44c0-ab13-4ada6a0444d4	19	38719064	58932021	5	14	27	LC_page_94_part_4.png	1	1	1
ICGC_0114	6	92940256	139746601	6	14	66	LC_page_141_part_4.png	1	1	1
RK148	7	1042254	150037666	13	13	13	D3_page_66_part_1.png	0	0	1
854e42bc-95b2-4b77-a4b2-ffbd6c28b281	1	157434186	248437131	9	13	240	HC_page_268_part_4.png	1	1	1
OCCAMS-AH-077	13	69907738	73751361	4	5	9	LC_page_77_part_1.png	1	1	1
MELA-0231	18	58999177	77021615	6	10	39	LC_page_186_part_4.png	1	1	1
CPCG0409	8	75912919	113963127	18	18	18	HC_page_214_part_3.png	1	1	1
CGP_donor_1333048	4	22856554	121362620	11	14	14	D3_page_5_part_1.png	0	0	1
CGP_donor_1410205	7	6389159	157049440	7	15	15	D3_page_12_part_1.png	0	0	1
TCGA-P6-A5OH	14	75031976	75049185	1	1	1	TCGA-P6-A5OH_chr14_SV_plot.png	0	0	1
440375d7-cdcd-418a-8992-0a8ca42d290d	6	42615061	100972584	9	18	25	D3_page_53_part_2.png	0	0	1
6d10d4ee-6331-4bba-93bc-a7b64cc0b22a	6	1989523	147659776	6	6	28	LC_page_136_part_4.png	1	1	1
4145528	1	77006091	161744723	13	18	63	D3_page_75_part_2.png	0	1	0
AOCS-094	19	35566735	45168798	5	7	13	D3_page_81_part_4.png	0	0	1
CPCG0357	11	33186637	34681926	4	5	7	LC_page_171_part_2.png	1	1	1
614c0ecf-6a84-4c86-8706-79be5bb00991	2	124760110	188573775	10	18	21	HC_page_107_part_4.png	1	1	1
8c1dd7f7-b74a-4fa2-b6a7-86f0348d2567	7	5163068	112416677	5	5	35	LC_page_7_part_2.png	1	1	1
TCGA-QL-A97D	16	6347481	8221680	3	4	8	TCGA-QL-A97D_chr16_SV_plot.png	0	0	1
BTCA_donor_A153	6	36165437	108436463	5	10	28	LC_page_1_part_3.png	1	1	1
AOCS-155	2	116979827	242917384	16	21	40	HC_page_147_part_1.png	1	1	1
MELA-0167	9	18954759	39157408	4	8	8	LC_page_181_part_4.png	1	1	1
PCSI_0280	11	489225	45714066	8	14	79	HC_page_174_part_2.png	1	1	1
d2f2560c-ec80-4fea-9474-c47a2e85ea95	9	2831150	134547130	4	12	23	D4_page_16_part_3.png	0	0	1
AOCS-090	8	8519924	34671479	7	16	18	HC_page_143_part_4.png	1	1	1
eadf8482-e60e-4307-adb7-d5c3b9fa6cae	3	143115106	168498933	8	19	43	HC_page_63_part_4.png	1	1	1
3505f91d-bc66-4732-84b6-18c5b32ca6b8	7	61912885	158960074	15	19	126	HC_page_265_part_1.png	1	1	1
CGP_donor_GC00049	1	32164458	236360311	8	9	17	D3_page_136_part_1.png	0	1	0
8cf54607-01ce-42b0-9bd9-8627edd9f3b7	3	4979331	87053735	5	5	35	LC_page_51_part_4.png	1	1	1
5c127332-5ca0-45f1-a5ac-4876ad94e491	12	44542331	85299341	4	5	44	LC_page_136_part_2.png	1	1	1
3acd8328-76f7-4f43-9660-394b95748c3d	8	9194649	67046989	9	9	9	HC_page_224_part_3.png	1	1	1
CGP_donor_1691135	21	33576946	40152008	10	10	10	HC_page_20_part_3.png	1	1	1
1f6b2aca-7357-40d1-ba7a-99227d9900a2	3	77709025	174601176	5	9	49	LC_page_119_part_1.png	1	1	1
440375d7-cdcd-418a-8992-0a8ca42d290d	9	33405632	37129539	7	10	14	D3_page_53_part_4.png	0	0	1
ITNET-0993	2	8748091	160901518	3	5	8	D4_page_50_part_3.png	0	0	1
PCSI_0101	22	17987673	43447488	4	7	30	LC_page_150_part_3.png	1	1	1
2ff6aede-7bcd-440b-99ab-7a023faf658e	9	8561618	124815411	3	5	16	D4_page_56_part_4.png	0	0	1
AOCS-108	3	7603269	193289152	7	27	77	HC_page_145_part_1.png	1	1	1
40e17bf8-6c19-4e5e-b60d-ad54f504a970	8	50784712	66016345	8	8	8	D3_page_131_part_1.png	0	1	0
CGP_donor_1437409	16	2570177	12331926	8	8	8	HC_page_14_part_4.png	1	1	1
CGP_donor_1490914	11	101720341	105872169	6	7	43	LC_page_11_part_2.png	1	1	1
RK099	4	31313801	55741627	14	14	14	HC_page_118_part_2.png	1	1	1
CPCG0057	3	125163266	179035673	3	5	5	D4_page_50_part_4.png	0	0	1
CGP_donor_1199104	4	53118926	163564696	6	11	115	LC_page_29_part_4.png	1	1	1
AOCS-162	8	84960470	142202378	4	6	45	LC_page_134_part_2.png	1	1	1
29949b65-2913-4c86-bbd7-b85c5df6f15e	18	41289568	74606040	8	10	10	D3_page_95_part_4.png	0	0	1
eeb9d147-608d-4692-8adf-2f601d23a8ff	2	28986695	219321806	7	15	15	D3_page_101_part_3.png	0	0	1
62379be5-13f0-474b-94d3-6f944ec4ee96	3	79636893	115666941	5	7	57	LC_page_136_part_3.png	1	1	1
AOCS-138	3	15240189	187056378	5	13	13	D4_page_42_part_2.png	0	0	1
ICGC_MB91	17	19371748	79563637	6	10	15	LC_page_72_part_2.png	1	1	1
9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	14	24946194	66674963	7	17	21	HC_page_134_part_4.png	1	1	1
141	21	16368954	25156515	8	8	8	HC_page_140_part_4.png	1	1	1
CGP_donor_1199129	6	124809960	139777060	9	10	80	HC_page_43_part_2.png	1	1	1
9c9b53e5-cdbe-4510-a839-4a3b5039681b	21	10931511	44826284	12	15	34	HC_page_259_part_4.png	1	1	1
037c57d1-b4a5-45dc-bda4-0550461d321b	5	1852334	41793671	6	10	22	D3_page_71_part_4.png	0	0	1
MELA-0005	6	8393693	111434013	6	7	53	LC_page_175_part_3.png	1	1	1
MELA-0067	6	26830084	55474034	8	11	22	HC_page_235_part_1.png	1	1	1
MELA-0184	9	474983	8830179	8	11	62	HC_page_239_part_3.png	1	1	1
8afa3140-dcbd-44c0-ab13-4ada6a0444d4	11	1792398	105876405	8	11	18	D3_page_59_part_2.png	0	0	1
CGP_donor_1234121	18	19776092	47210113	7	8	15	HC_page_27_part_4.png	1	1	1
1557183c-aedd-4df6-b98a-3654667f7b69	17	29145267	69232449	5	7	324	LC_page_44_part_1.png	1	1	1
CGP_donor_GC00033	2	120552045	179365153	11	12	12	D3_page_135_part_1.png	0	1	0
4c18d9cf-4af4-4a86-8b1c-f78795fbbd7e	4	4561511	183003967	22	35	35	HC_page_150_part_1.png	1	1	1
CPCG0246	12	8702882	45773773	11	13	13	HC_page_203_part_2.png	1	1	1
CPCG0336	8	63930625	78804766	11	16	16	HC_page_207_part_1.png	1	1	1
3608bfbb-2a92-4ec2-a330-bf4790a8b65c	1	145028117	172009311	5	8	67	LC_page_194_part_3.png	1	1	1
0065_CRUK_PC_0065	1	75879779	120025710	11	11	11	HC_page_215_part_3.png	1	1	1
CPCG0191	10	6994207	108361744	4	9	14	LC_page_168_part_3.png	1	1	1
OCCAMS-AH-174	7	50712649	55386047	4	5	28	LC_page_80_part_2.png	1	1	1
AOCS-061	19	29415891	40712326	4	5	34	LC_page_129_part_4.png	1	1	1
EOPC-029	11	96486263	98959029	19	19	19	HC_page_187_part_2.png	1	1	1
0c1a2e7d-e7e4-481e-a012-ef214c444497	2	2471432	237349046	7	15	24	D3_page_93_part_2.png	0	0	1
1f6b2aca-7357-40d1-ba7a-99227d9900a2	6	47045197	150310817	9	14	26	D3_page_72_part_1.png	0	1	0
OCCAMS-AH-182	4	74456231	153507115	4	10	41	LC_page_81_part_3.png	1	1	1
ICGC_0150	19	14991068	24021988	5	10	17	LC_page_142_part_3.png	1	1	1
PCSI_0082	12	10809610	87566605	4	6	19	LC_page_149_part_4.png	1	1	1
AOCS-166	22	36538809	49089280	8	16	18	HC_page_148_part_1.png	1	1	1
a824b3bd-34d5-4cc1-a92f-f9d6ac0f1814	7	123121252	157394758	5	9	9	D3_page_26_part_4.png	0	0	1
e786de34-4c21-460f-89ab-008de4347049	3	70513200	80127855	3	3	16	D4_page_60_part_2.png	0	0	1
PCSI_0285	17	57949419	61791871	4	8	50	LC_page_156_part_4.png	1	1	1
098acb76-0bf5-44e5-bcae-f919cf5fa5e5	5	32370239	40782660	4	6	11	D3_page_91_part_4.png	0	0	1
AOCS-108	8	36857660	141396458	7	18	58	D3_page_82_part_3.png	0	1	0
b5f27002-4277-418d-90b0-cc5a2742692e	5	115325452	165756524	3	5	13	D4_page_59_part_1.png	0	0	1
RK098	11	2705633	93356459	5	8	21	LC_page_102_part_2.png	1	1	1
c2948fe9-5798-43bc-a743-511e94e417f8	1	150445691	247569477	21	37	97	HC_page_254_part_3.png	1	1	1
RK280	12	69541748	115904220	5	8	14	LC_page_109_part_4.png	1	1	1
9fefbe7c-f66a-4940-843e-285cb7b392c1	9	21844042	112515969	5	10	16	D3_page_25_part_4.png	0	0	1
TCGA-A2-A0SX	11	89309011	95195440	3	3	5	TCGA-A2-A0SX_chr11_SV_plot.png	0	0	1
RK216	11	94543805	123946518	6	10	10	LC_page_108_part_2.png	1	1	1
OCCAMS-WG-002	5	146494000	172062115	11	11	11	HC_page_97_part_2.png	1	1	1
ef4cbd38-bc79-4d60-a715-647edd2ebe9e	13	19943737	57122359	7	8	21	HC_page_68_part_2.png	1	1	1
ICGC_0114	2	28274298	38935751	11	11	11	HC_page_157_part_4.png	1	1	1
368e23f0-e573-4547-bf5a-14080baf737b	6	1715943	15332733	5	7	7	D3_page_69_part_4.png	0	0	1
d8d7a6c2-6427-4f47-968c-6c3affba4617	8	78814327	143134735	4	7	214	LC_page_59_part_3.png	1	1	1
854e42bc-95b2-4b77-a4b2-ffbd6c28b281	13	56101373	108997401	12	28	63	HC_page_271_part_2.png	1	1	1
OCCAMS-AH-131	14	22399406	106374496	5	6	39	LC_page_78_part_3.png	1	1	1
457cca7c-a8b4-414e-a3c0-7fccf0ee2034	17	57017	81011331	7	12	20	HC_page_106_part_3.png	1	1	1
CGP_donor_1234120	5	27117220	142566044	4	7	32	LC_page_63_part_1.png	1	1	1
ee0a4a13-613e-4c5d-96c3-8083a013702d	11	70316616	123074109	6	15	15	LC_page_137_part_3.png	1	1	1
MELA-0048	5	1054293	127185143	6	7	161	LC_page_178_part_2.png	1	1	1
CGP_donor_1691214	X	48348455	150018347	7	8	166	HC_page_26_part_1.png	1	1	1
CPCG0357	1	234433222	235613195	4	8	13	LC_page_171_part_1.png	1	1	1
CGP_donor_1337226	2	26938396	230264706	12	20	86	HC_page_30_part_4.png	1	1	1
PCSI_0287	2	71708971	242161284	9	9	9	D3_page_108_part_2.png	0	0	1
RK056	8	197777	146291756	7	17	265	HC_page_114_part_2.png	1	1	1
RK107	4	40323309	109722573	9	10	13	D3_page_63_part_3.png	0	1	0
4138527	4	15573682	189567466	7	7	7	D3_page_74_part_3.png	0	0	1
OCCAMS-ED-007	6	137614668	144874378	4	6	16	D3_page_42_part_3.png	0	0	1
b85b14d7-3b5a-4800-af12-622ec03b9fe5	15	47687942	55499374	4	5	28	LC_page_190_part_4.png	1	1	1
b5f27002-4277-418d-90b0-cc5a2742692e	13	65093605	113188518	5	6	41	LC_page_199_part_2.png	1	1	1
39f68467-3d37-4b19-aa43-ed7b120c619d	4	127090720	151907883	6	15	60	LC_page_195_part_3.png	1	1	1
RK111	10	73592301	80444902	6	6	6	LC_page_103_part_3.png	1	1	1
ICGC_0037	13	22638525	90523945	6	13	13	LC_page_139_part_4.png	1	1	1
TCGA-OR-A5JL	10	86062	28376167	1	1	1	TCGA-OR-A5JL_chr10_SV_plot.png	0	0	1
CGP_donor_1337226	11	364948	79470446	5	6	69	LC_page_19_part_4.png	1	1	1
CPCG0047	5	58141508	132747188	8	13	13	HC_page_189_part_3.png	1	1	1
AOCS-078	7	559305	156711736	5	12	35	D4_page_39_part_4.png	0	0	1
1404791b-86bf-4dfd-85b4-c8ff356f109c	8	118357384	142919752	10	13	13	D3_page_129_part_3.png	0	1	0
aecf85cc-058c-46f3-9cdc-3573ac3b8438	11	400656	128835047	8	8	11	D3_page_73_part_2.png	0	0	1
9fefbe7c-f66a-4940-843e-285cb7b392c1	5	74688832	80707030	6	11	25	D3_page_25_part_3.png	0	0	1
65e430e1-0c9a-4045-83a9-653b7cff811d	3	99990176	110508418	4	7	11	LC_page_94_part_2.png	1	1	1
d89b1fd6-bef4-4803-8ed3-3b442be600b6	12	39664500	116679872	4	5	9	D4_page_28_part_2.png	0	0	1
8d9e4917-334b-4c76-aee1-1e22be772db0	3	23738446	169522007	7	27	53	D3_page_148_part_1.png	0	1	0
d3d545b3-457f-4389-821f-704cb24aff7f	10	822186	132092700	4	6	23	D4_page_17_part_2.png	0	0	1
TCGA-OR-A5L2	1	153145846	159495962	3	4	8	TCGA-OR-A5L2_chr1_SV_plot.png	0	0	1
RK091	6	41192505	161744824	8	31	71	HC_page_117_part_1.png	1	1	1
8afa3140-dcbd-44c0-ab13-4ada6a0444d4	15	41329339	78831198	10	10	10	D3_page_59_part_3.png	0	0	1
MELA-0008	11	77104049	134650672	5	10	15	LC_page_176_part_2.png	1	1	1
d5326429-9805-47f9-97b0-fbda658e3f01	13	33846175	41641608	4	5	13	LC_page_116_part_4.png	1	1	1
CGP_donor_1337223	10	76016429	95343437	4	6	107	LC_page_19_part_1.png	1	1	1
PCSI_0297	17	16438476	80055892	8	10	73	HC_page_176_part_2.png	1	1	1
bbbce1ba-c739-43ba-b9cf-a4f746491ae3	5	86939720	123103947	8	14	14	HC_page_101_part_2.png	1	1	1
CGP_donor_1374617	1	112053543	248836624	10	22	44	HC_page_37_part_1.png	1	1	1
05506f4c-e701-4a9d-ae06-97f066aade43	1	37390229	190370478	12	23	35	HC_page_47_part_4.png	1	1	1
RK195	6	1017490	56519171	5	8	63	LC_page_107_part_1.png	1	1	1
OCCAMS-SH-003	18	14973143	55776093	5	9	46	LC_page_84_part_3.png	1	1	1
HX21	8	53518261	139231447	5	12	89	LC_page_97_part_2.png	1	1	1
RK169	14	73252280	85449372	6	6	22	LC_page_105_part_3.png	1	1	1
EOPC-030	15	45489848	50514324	8	8	8	HC_page_187_part_4.png	1	1	1
ICGC_0392	12	25014211	58344707	7	17	35	HC_page_162_part_2.png	1	1	1
7ce09a09-074e-4f38-bed7-98ab34347fbe	1	149816333	248002432	10	19	91	HC_page_250_part_1.png	1	1	1
RK148	5	42562425	154180295	11	11	11	D3_page_65_part_4.png	0	0	1
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	5	32197937	154158016	9	9	15	D3_page_97_part_3.png	0	0	1
ITNET-0118	15	35208509	67092577	15	15	15	HC_page_185_part_2.png	1	1	1
OCCAMS-ZZ-004	13	22419265	109068331	8	15	56	HC_page_98_part_1.png	1	1	1
b85b14d7-3b5a-4800-af12-622ec03b9fe5	11	68369991	101011602	6	6	63	LC_page_190_part_3.png	1	1	1
MELA-0012	10	34937946	111551297	5	11	21	LC_page_177_part_2.png	1	1	1
CGP_donor_1230728	16	2388599	19726671	8	11	37	HC_page_44_part_1.png	1	1	1
CGP_donor_1701345	12	52240971	107248205	8	12	22	HC_page_47_part_2.png	1	1	1
MELA-0213	22	19600873	50879547	5	6	10	LC_page_184_part_3.png	1	1	1
d3b7ada6-5395-4212-a921-8e97c92b605d	17	29755964	52225944	10	10	10	HC_page_83_part_1.png	1	1	1
RK285	12	7177572	125292742	5	15	16	D4_page_33_part_4.png	0	0	1
95e6d327-9ab7-45de-9527-f5634b3995c3	3	13471312	168163898	8	8	17	D3_page_149_part_4.png	0	1	0
ICGC_0535	6	25273614	62346185	8	11	11	HC_page_165_part_4.png	1	1	1
d6f7afc0-1558-43ad-acb1-2b5311ed2264	12	66502753	130003739	7	7	39	HC_page_63_part_1.png	1	1	1
4da999a0-ef41-4a0b-b1d1-446b39cc855a	19	27734571	41001824	3	4	36	D4_page_13_part_2.png	0	0	1
MELA-0056	11	61794852	122148653	11	16	25	HC_page_234_part_2.png	1	1	1
CGP_donor_1397077	5	759551	44322947	5	8	88	LC_page_9_part_3.png	1	1	1
PCSI_0173	2	156697897	174544813	10	10	10	HC_page_171_part_1.png	1	1	1
BTCA_donor_Y140	19	29068313	56261033	6	7	45	LC_page_3_part_4.png	1	1	1
PCSI_0101	15	20557095	102195722	41	41	41	HC_page_169_part_3.png	1	1	1
OCCAMS-AH-135	7	24306872	138562308	8	9	21	D3_page_40_part_2.png	0	1	0
C0028	5	108336748	122172505	14	14	14	HC_page_103_part_2.png	1	1	1
TCGA-OR-A5J7	9	3453584	128258043	8	8	48	TCGA-OR-A5J7_chr9_SV_plot.png	0	0	1
e2aaabd9-f4ba-4763-a28a-c14d46a4bc5d	9	3273649	130381646	9	11	24	D3_page_146_part_1.png	0	0	1
CGP_donor_1353429	11	39761387	78170654	4	5	55	LC_page_64_part_1.png	1	1	1
RK107	10	75643021	104011740	11	13	21	D3_page_63_part_4.png	0	0	1
PCSI_0210	8	33791127	43503910	4	6	30	LC_page_153_part_4.png	1	1	1
ICGC_0417	17	34974437	49255446	5	6	6	D3_page_105_part_1.png	0	0	1
8cf54607-01ce-42b0-9bd9-8627edd9f3b7	12	2943203	96943878	9	10	88	HC_page_57_part_1.png	1	1	1
TCGA-4W-AA9S	1	18044247	43826743	3	7	13	TCGA-4W-AA9S_chr1_SV_plot.png	0	0	1
CGP_donor_1232859	6	56201574	162603780	9	12	31	HC_page_27_part_3.png	1	1	1
ICGC_0088	12	21367968	34833918	9	13	13	HC_page_156_part_3.png	1	1	1
OCCAMS-ZZ-016	17	2088600	25571414	6	8	13	LC_page_89_part_3.png	1	1	1
d67cd793-2931-429a-9084-2f3c4c8be7ad	6	57423175	76896760	6	12	21	LC_page_58_part_1.png	1	1	1
2905cbd1-719b-46d9-b8af-8fe4927bc473	6	47184887	51731046	4	5	42	LC_page_193_part_1.png	1	1	1
AOCS-091	2	3886207	191136840	9	14	27	D3_page_80_part_4.png	0	1	0
C0020	9	130216384	130739182	8	8	8	HC_page_102_part_4.png	1	1	1
8654c2b5-27d7-43c5-9a39-7fdefd7a0324	9	1318657	44240245	9	22	29	HC_page_259_part_1.png	1	1	1
5fd9552a-c742-4388-940d-295d1107ae00	6	27642577	84092516	17	19	22	HC_page_55_part_2.png	1	1	1
PCSI_0352	14	20953269	101623829	11	36	36	HC_page_179_part_3.png	1	1	1
7d8eab0a-e6c8-4449-9ebf-50c41db94a06	2	43615678	64237004	5	5	5	D3_page_36_part_3.png	0	0	1
ITNET-0152	22	17924903	47818249	30	30	30	HC_page_185_part_3.png	1	1	1
8fc1f1be-d2d5-4b3a-9973-f4d964018beb	11	78556791	103094093	5	6	34	LC_page_91_part_1.png	1	1	1
MELA-0231	7	712296	54531288	5	26	37	LC_page_185_part_4.png	1	1	1
AOCS-163	13	55650980	65277402	4	9	13	LC_page_134_part_3.png	1	1	1
9af35239-ffb9-4d4f-889e-f743da271eef	20	14694871	15096752	4	4	4	LC_page_74_part_4.png	1	1	1
CGP_donor_1437406	16	52040498	88719044	3	4	91	D4_page_2_part_2.png	0	0	1
CGP_donor_1363965	2	39603518	216873053	6	8	20	D4_page_9_part_3.png	0	0	1
2905cbd1-719b-46d9-b8af-8fe4927bc473	12	8404400	101121301	7	9	292	HC_page_262_part_1.png	1	1	1
9fefbe7c-f66a-4940-843e-285cb7b392c1	6	5413201	164420806	6	16	129	LC_page_53_part_4.png	1	1	1
CGP_donor_1410210	12	972252	79594700	7	7	11	D3_page_12_part_3.png	0	1	0
TCGA-OR-A5J8	7	66701188	94645565	3	6	14	TCGA-OR-A5J8_chr7_SV_plot.png	1	0	0
76cc1d42-acec-46b3-9663-5e4de2550353	5	253936	44452670	7	25	67	HC_page_249_part_3.png	1	1	1
210726bd-db19-48ae-9a3d-e6ac44480e85	5	1296282	31464643	7	7	24	HC_page_246_part_1.png	1	1	1
OCCAMS-AH-088	7	53921918	151275079	15	33	69	HC_page_88_part_1.png	1	1	1
5dd423e8-feaa-4568-a750-500948c41d6c	10	68422126	88297594	4	11	25	LC_page_48_part_4.png	1	1	1
PCSI_0473	6	36130410	92771456	7	11	21	HC_page_182_part_2.png	1	1	1
5116e3b4-2bac-40f5-8046-b9c1783faaa5	10	3416561	47660152	18	20	22	HC_page_81_part_2.png	1	1	1
CGP_donor_1528364	10	44478896	86379721	15	30	70	HC_page_17_part_3.png	1	1	1
OCCAMS-ST-020	2	2097136	240675922	50	78	78	HC_page_96_part_3.png	1	1	1
4139696	6	18142908	155212520	15	15	15	HC_page_138_part_3.png	1	1	1
e4fc0909-f284-4471-866d-d8967b6adcbc	1	58265896	204819002	5	18	48	D4_page_19_part_2.png	0	0	1
8c54fcfd-999f-43c5-b31f-26d006f5fff3	8	27003357	144300868	6	11	41	LC_page_190_part_1.png	1	1	1
e4fc0909-f284-4471-866d-d8967b6adcbc	20	34495099	60210989	5	10	75	LC_page_60_part_4.png	1	1	1
d67cd793-2931-429a-9084-2f3c4c8be7ad	11	1800449	37610887	5	5	13	LC_page_58_part_3.png	1	1	1
MELA-0012	X	22327741	154060135	11	34	34	HC_page_232_part_3.png	1	1	1
MELA-0009	6	31870943	69509422	3	5	47	D4_page_53_part_1.png	0	0	1
OCCAMS-ZZ-019	4	15934512	138883629	3	9	13	D4_page_26_part_4.png	0	0	1
CGP_donor_GC00020	11	69004148	111983118	4	5	40	LC_page_202_part_2.png	1	1	1
TCGA-GS-A9TQ	7	64121122	68699424	3	3	5	TCGA-GS-A9TQ_chr7_SV_plot.png	1	0	0
PCSI_0392	6	8838119	69082829	5	6	57	LC_page_161_part_2.png	1	1	1
a01a350d-64be-4af3-91c3-7d681c3db11d	1	150504464	246161534	17	60	65	HC_page_253_part_4.png	1	1	1
ICGC_0108	7	2398212	48791277	8	8	8	HC_page_157_part_1.png	1	1	1
TCGA-C8-A12T	17	47573242	52536383	2	3	14	TCGA-C8-A12T_chr17_SV_plot.png	1	0	0
75113445-d2d6-44a0-866c-c9175e6d214b	11	59935523	67621236	5	8	17	LC_page_50_part_4.png	1	1	1
OCCAMS-AH-064	X	10521537	154343000	10	15	91	HC_page_86_part_4.png	1	1	1
ICGC_0059	3	78038205	190530121	5	5	44	LC_page_140_part_1.png	1	1	1
68015cc7-d3a1-4c90-b8fb-5d14143d9960	6	26485750	163374875	16	16	16	D3_page_56_part_4.png	0	0	1
084c6aec-94f7-4090-8f3f-59fa9e89721a	17	25508004	62998961	4	5	41	LC_page_40_part_2.png	1	1	1
8cf54607-01ce-42b0-9bd9-8627edd9f3b7	15	32410181	71959926	5	10	34	LC_page_52_part_3.png	1	1	1
RK019	12	64174368	133313418	60	74	88	HC_page_113_part_3.png	1	1	1
3e5f451a-5882-4914-ae1a-95c898c2bcca	2	164623105	179954501	5	15	56	LC_page_89_part_4.png	1	1	1
af37d8f0-fea0-47f6-be0a-2fb55a5da5c4	10	294814	131732983	11	11	23	D3_page_150_part_3.png	0	0	1
PCSI_0307	6	64529563	136604930	18	18	18	HC_page_177_part_2.png	1	1	1
RK142	1	1138581	66347938	14	26	26	HC_page_2_part_1.png	1	1	1
ICGC_0217	21	14583619	47124626	8	8	15	HC_page_160_part_3.png	1	1	1
ICGC_MB131	8	22113923	128760777	5	6	25	LC_page_70_part_4.png	1	1	1
76cc1d42-acec-46b3-9663-5e4de2550353	4	176289985	190678345	18	18	18	HC_page_249_part_2.png	1	1	1
CPCG0217	12	11281216	18305829	14	14	14	HC_page_198_part_3.png	1	1	1
73d2e8ef-4e10-416a-845b-f48374e48ecb	14	29873311	73266124	7	7	25	HC_page_268_part_2.png	1	1	1
RK025	2	150490130	201942437	3	6	21	D4_page_31_part_4.png	0	0	1
4145528	8	3116649	136165687	20	57	89	D3_page_76_part_1.png	0	0	1
65cac997-4d39-4501-85ec-4fcb328a8eb5	6	1730813	139089485	13	19	21	D3_page_21_part_4.png	0	1	0
2d291fa3-f0fd-4bc1-91a6-783863714190	20	34476364	57596716	3	4	82	D4_page_63_part_2.png	0	0	1
9c9b53e5-cdbe-4510-a839-4a3b5039681b	13	62209862	72754123	7	7	7	HC_page_259_part_3.png	1	1	1
PCSI_0279	19	31472618	51366174	9	13	35	HC_page_174_part_1.png	1	1	1
MELA-0231	11	85905386	127883071	7	11	43	HC_page_243_part_4.png	1	1	1
cd73a55f-03c1-4da0-9fa7-1ae4a263664e	5	40979	180658104	7	21	115	HC_page_275_part_1.png	1	1	1
OCCAMS-AH-213	3	13968605	194565147	13	17	28	D3_page_42_part_2.png	0	1	0
PCSI_0104	4	42227398	156834083	9	9	9	D3_page_106_part_1.png	0	0	1
ef4cbd38-bc79-4d60-a715-647edd2ebe9e	21	32373739	47753333	5	8	45	LC_page_65_part_1.png	1	1	1
eeb9d147-608d-4692-8adf-2f601d23a8ff	11	28168070	90773179	9	10	10	D3_page_101_part_4.png	0	0	1
OCCAMS-AH-091	6	97713679	170207401	3	5	21	D4_page_23_part_1.png	0	0	1
62379be5-13f0-474b-94d3-6f944ec4ee96	20	1979378	25856531	29	30	30	HC_page_150_part_4.png	1	1	1
CGP_donor_1691211	3	31257334	39452574	3	6	14	D4_page_4_part_2.png	0	0	1
A17-0095_CRUK_PC_0095	17	14089050	74031571	6	16	22	D4_page_52_part_1.png	0	0	1
MELA-0064	6	62737071	96700812	3	5	31	D4_page_53_part_2.png	0	0	1
f48937ed-e294-41f0-8872-7010391167a9	2	82560680	181154512	9	9	9	HC_page_7_part_2.png	1	1	1
AOCS-170	13	26480205	114798981	10	11	22	D3_page_90_part_3.png	0	0	1
TCGA-P6-A5OH	10	102422241	132450164	1	1	1	TCGA-P6-A5OH_chr10_SV_plot.png	0	0	1
210726bd-db19-48ae-9a3d-e6ac44480e85	12	44527293	127533801	8	16	16	HC_page_246_part_2.png	1	1	1
AOCS-169	3	68970737	174586485	10	23	38	D3_page_89_part_2.png	0	0	1
CGP_donor_1475201	13	81313916	114454357	5	5	26	LC_page_25_part_4.png	1	1	1
CPCG0210	2	191297296	204765227	5	5	5	D3_page_114_part_2.png	0	0	1
MELA-0043	6	146452116	170788391	14	14	14	HC_page_232_part_4.png	1	1	1
CGP_donor_1353431	17	27282661	72008912	5	8	34	LC_page_36_part_3.png	1	1	1
