page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End	source	composite_key
273	2	Upper_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	6:9401122−151337809	8, 20	88.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_273_part_2.png	6	9401122	151337809	HC	8f3f6f7c-4b50-467e-a6e8-d836735913f6_6_9401122_151337809
273	3	Lower_Left	8f3f6f7c-4b50-467e-a6e8-d836735913f6	8:65806479−108515177	7, 9	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_273_part_3.png	8	65806479	108515177	HC	8f3f6f7c-4b50-467e-a6e8-d836735913f6_8_65806479_108515177
273	4	Lower_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	9:13132039−27112660	11, 18	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_273_part_4.png	9	13132039	27112660	HC	8f3f6f7c-4b50-467e-a6e8-d836735913f6_9_13132039_27112660
91	1	Upper_Left	8fc1f1be-d2d5-4b3a-9973-f4d964018beb	11:78556791−103094093	5, 6	34.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_91_part_1.png	11	78556791	103094093	LC	8fc1f1be-d2d5-4b3a-9973-f4d964018beb_11_78556791_103094093
37	3	Lower_Left	8feb0e8f-d09b-437d-8651-0cdecfe776bf	6:1750031−162731368	8, 8	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_37_part_3.png	6	1750031	162731368	D3	8feb0e8f-d09b-437d-8651-0cdecfe776bf_6_1750031_162731368
7	3	Lower_Left	904a8757-e0c5-41ef-b583-c8f170caaac1	17:34199415−58666962	4, 4	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_7_part_3.png	17	34199415	58666962	LC	904a8757-e0c5-41ef-b583-c8f170caaac1_17_34199415_58666962
7	1	Upper_Left	904a8757-e0c5-41ef-b583-c8f170caaac1	21:14511470−48074038	14, 16	43.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_7_part_1.png	21	14511470	48074038	HC	904a8757-e0c5-41ef-b583-c8f170caaac1_21_14511470_48074038
2	2	Upper_Right	904a8757-e0c5-41ef-b583-c8f170caaac1	3:1555799−137115914	7, 7	13.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_2_part_2.png	3	1555799	137115914	D3	904a8757-e0c5-41ef-b583-c8f170caaac1_3_1555799_137115914
1	3	Lower_Left	904a8757-e0c5-41ef-b583-c8f170caaac1	7:67027597−102763105	3, 5	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_1_part_3.png	7	67027597	102763105	D4	904a8757-e0c5-41ef-b583-c8f170caaac1_7_67027597_102763105
6	4	Lower_Right	904a8757-e0c5-41ef-b583-c8f170caaac1	8:5291228−33089595	11, 14	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_6_part_4.png	8	5291228	33089595	HC	904a8757-e0c5-41ef-b583-c8f170caaac1_8_5291228_33089595
91	2	Upper_Right	90a8d2cb-1f31-45f9-8575-eed3cb9a7798	11:15147379−100462923	5, 8	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_91_part_2.png	11	15147379	100462923	LC	90a8d2cb-1f31-45f9-8575-eed3cb9a7798_11_15147379_100462923
137	1	Upper_Left	90f4b65c-cfd4-4066-a5b9-842885c172e2	19:14465820−33816769	5, 6	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_137_part_1.png	19	14465820	33816769	LC	90f4b65c-cfd4-4066-a5b9-842885c172e2_19_14465820_33816769
137	2	Upper_Right	90f4b65c-cfd4-4066-a5b9-842885c172e2	20:85330−26233761	5, 9	72.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_137_part_2.png	20	85330	26233761	LC	90f4b65c-cfd4-4066-a5b9-842885c172e2_20_85330_26233761
66	2	Upper_Right	9205c164-7975-421a-90c3-edfe8def595c	12:1512682−112634460	6, 11	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_66_part_2.png	12	1512682	112634460	D4	9205c164-7975-421a-90c3-edfe8def595c_12_1512682_112634460
148	3	Lower_Left	9205c164-7975-421a-90c3-edfe8def595c	2:30991919−219707625	7, 16	35.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_148_part_3.png	2	30991919	219707625	D3	9205c164-7975-421a-90c3-edfe8def595c_2_30991919_219707625
148	4	Lower_Right	9205c164-7975-421a-90c3-edfe8def595c	7:18503282−139455166	8, 10	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_148_part_4.png	7	18503282	139455166	D3	9205c164-7975-421a-90c3-edfe8def595c_7_18503282_139455166
123	2	Upper_Right	9293e197-e38a-4e19-a7d0-1b45d1ad48bd	4:43364661−73902886	4, 5	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_123_part_2.png	4	43364661	73902886	LC	9293e197-e38a-4e19-a7d0-1b45d1ad48bd_4_43364661_73902886
123	3	Lower_Left	9293e197-e38a-4e19-a7d0-1b45d1ad48bd	7:67945786−122441992	6, 12	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_123_part_3.png	7	67945786	122441992	LC	9293e197-e38a-4e19-a7d0-1b45d1ad48bd_7_67945786_122441992
74	4	Lower_Right	93ed7a2b-b0cb-4a84-871f-5c34a0b6a640	11:6033888−105143674	15, 39	39.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_74_part_4.png	11	6033888	105143674	HC	93ed7a2b-b0cb-4a84-871f-5c34a0b6a640_11_6033888_105143674
68	3	Lower_Left	93ed7a2b-b0cb-4a84-871f-5c34a0b6a640	12:44665062−82704891	6, 6	12.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_68_part_3.png	12	44665062	82704891	LC	93ed7a2b-b0cb-4a84-871f-5c34a0b6a640_12_44665062_82704891
68	2	Upper_Right	93ed7a2b-b0cb-4a84-871f-5c34a0b6a640	6:71789357−170660594	6, 8	27.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_68_part_2.png	6	71789357	170660594	LC	93ed7a2b-b0cb-4a84-871f-5c34a0b6a640_6_71789357_170660594
57	3	Lower_Left	9435447e-d65f-408b-863b-6576b1d652dd	10:87322920−113509134	7, 21	26.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_57_part_3.png	10	87322920	113509134	HC	9435447e-d65f-408b-863b-6576b1d652dd_10_87322920_113509134
53	1	Upper_Left	9435447e-d65f-408b-863b-6576b1d652dd	8:27280903−40031251	5, 9	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_53_part_1.png	8	27280903	40031251	LC	9435447e-d65f-408b-863b-6576b1d652dd_8_27280903_40031251
149	1	Upper_Left	944a102f-3475-45aa-9e30-4b92d1449f00	22:32093117−32660408	4, 5	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_149_part_1.png	22	32093117	32660408	D3	944a102f-3475-45aa-9e30-4b92d1449f00_22_32093117_32660408
283	4	Lower_Right	944a102f-3475-45aa-9e30-4b92d1449f00	3:104698386−197525118	8, 14	40.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_283_part_4.png	3	104698386	197525118	HC	944a102f-3475-45aa-9e30-4b92d1449f00_3_104698386_197525118
149	3	Lower_Left	94817e78-78f5-4556-9394-610df65605e2	16:67590378−89462801	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_149_part_3.png	16	67590378	89462801	D3	94817e78-78f5-4556-9394-610df65605e2_16_67590378_89462801
149	2	Upper_Right	94817e78-78f5-4556-9394-610df65605e2	3:42025446−172171958	9, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_149_part_2.png	3	42025446	172171958	D3	94817e78-78f5-4556-9394-610df65605e2_3_42025446_172171958
274	3	Lower_Left	9517413b-b5b8-4130-8ba1-d86d44abe2ec	12:18468583−117642876	4, 4	101.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_274_part_3.png	12	18468583	117642876	HC	9517413b-b5b8-4130-8ba1-d86d44abe2ec_12_18468583_117642876
198	4	Lower_Right	9517413b-b5b8-4130-8ba1-d86d44abe2ec	18:20983183−30290774	4, 6	30.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_198_part_4.png	18	20983183	30290774	LC	9517413b-b5b8-4130-8ba1-d86d44abe2ec_18_20983183_30290774
58	4	Lower_Right	9517413b-b5b8-4130-8ba1-d86d44abe2ec	19:4947957−37334626	2, 3	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_58_part_4.png	19	4947957	37334626	D4	9517413b-b5b8-4130-8ba1-d86d44abe2ec_19_4947957_37334626
58	3	Lower_Left	9517413b-b5b8-4130-8ba1-d86d44abe2ec	1:59218908−173348092	3, 4	75.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_58_part_3.png	1	59218908	173348092	D4	9517413b-b5b8-4130-8ba1-d86d44abe2ec_1_59218908_173348092
198	3	Lower_Left	9517413b-b5b8-4130-8ba1-d86d44abe2ec	5:274679−32089188	5, 5	50.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_198_part_3.png	5	274679	32089188	LC	9517413b-b5b8-4130-8ba1-d86d44abe2ec_5_274679_32089188
64	3	Lower_Left	956017ba-5e4b-42c7-b93d-42316874ba93	8:2540027−12232407	3, 4	31.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_64_part_3.png	8	2540027	12232407	D4	956017ba-5e4b-42c7-b93d-42316874ba93_8_2540027_12232407
149	4	Lower_Right	95e6d327-9ab7-45de-9527-f5634b3995c3	3:13471312−168163898	8, 8	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_149_part_4.png	3	13471312	168163898	D3	95e6d327-9ab7-45de-9527-f5634b3995c3_3_13471312_168163898
113	2	Upper_Right	97831d28-ab41-4c18-bfc2-c4c6bc757d13	17:18917497−78501499	4, 9	46.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_113_part_2.png	17	18917497	78501499	LC	97831d28-ab41-4c18-bfc2-c4c6bc757d13_17_18917497_78501499
35	2	Upper_Right	97831d28-ab41-4c18-bfc2-c4c6bc757d13	22:30205853−44783728	5, 5	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_35_part_2.png	22	30205853	44783728	D4	97831d28-ab41-4c18-bfc2-c4c6bc757d13_22_30205853_44783728
113	1	Upper_Left	97831d28-ab41-4c18-bfc2-c4c6bc757d13	8:19746812−144761257	5, 8	79.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_113_part_1.png	8	19746812	144761257	LC	97831d28-ab41-4c18-bfc2-c4c6bc757d13_8_19746812_144761257
253	3	Lower_Left	97d9dfc9-c937-48b4-b453-df081950419f	6:30956994−44170027	8, 16	16.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_253_part_3.png	6	30956994	44170027	HC	97d9dfc9-c937-48b4-b453-df081950419f_6_30956994_44170027
24	1	Upper_Left	993103b1-e5a1-4c33-8629-be53ebc41d64	10:110197032−121335390	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_24_part_1.png	10	110197032	121335390	D3	993103b1-e5a1-4c33-8629-be53ebc41d64_10_110197032_121335390
58	2	Upper_Right	993103b1-e5a1-4c33-8629-be53ebc41d64	11:16582735−78899879	10, 13	33.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_58_part_2.png	11	16582735	78899879	HC	993103b1-e5a1-4c33-8629-be53ebc41d64_11_16582735_78899879
58	3	Lower_Left	993103b1-e5a1-4c33-8629-be53ebc41d64	20:35943756−60123567	7, 9	24.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_58_part_3.png	20	35943756	60123567	HC	993103b1-e5a1-4c33-8629-be53ebc41d64_20_35943756_60123567
57	4	Lower_Right	993103b1-e5a1-4c33-8629-be53ebc41d64	2:159664646−172537729	11, 13	17.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_57_part_4.png	2	159664646	172537729	HC	993103b1-e5a1-4c33-8629-be53ebc41d64_2_159664646_172537729
58	1	Upper_Left	993103b1-e5a1-4c33-8629-be53ebc41d64	4:36303099−108458117	12, 14	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_58_part_1.png	4	36303099	108458117	HC	993103b1-e5a1-4c33-8629-be53ebc41d64_4_36303099_108458117
53	2	Upper_Right	993103b1-e5a1-4c33-8629-be53ebc41d64	X:29228730−35455689	4, 10	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_53_part_2.png	X	29228730	35455689	LC	993103b1-e5a1-4c33-8629-be53ebc41d64_X_29228730_35455689
53	3	Lower_Left	9938ce5c-e74e-446e-a932-f096f85cc3b1	3:8619684−170470349	5, 5	5.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_53_part_3.png	3	8619684	170470349	LC	9938ce5c-e74e-446e-a932-f096f85cc3b1_3_8619684_170470349
73	1	Upper_Left	9a874b64-d0d6-416e-97bc-e9071ed0b16b	7:3406252−121161205	7, 22	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_73_part_1.png	7	3406252	121161205	D3	9a874b64-d0d6-416e-97bc-e9071ed0b16b_7_3406252_121161205
74	4	Lower_Right	9af35239-ffb9-4d4f-889e-f743da271eef	20:14694871−15096752	4, 4	4.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_74_part_4.png	20	14694871	15096752	LC	9af35239-ffb9-4d4f-889e-f743da271eef_20_14694871_15096752
134	4	Lower_Right	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	14:24946194−66674963	7, 17	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_134_part_4.png	14	24946194	66674963	HC	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca_14_24946194_66674963
123	4	Lower_Right	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	1:76535798−99663065	5, 5	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_123_part_4.png	1	76535798	99663065	LC	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca_1_76535798_99663065
37	2	Upper_Right	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	2:54782646−232522086	5, 5	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_37_part_2.png	2	54782646	232522086	D4	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca_2_54782646_232522086
124	1	Upper_Left	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	5:30463771−37215413	4, 8	10.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_124_part_1.png	5	30463771	37215413	LC	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca_5_30463771_37215413
37	3	Lower_Left	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca	6:30277793−164158989	5, 8	32.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_37_part_3.png	6	30277793	164158989	D4	9af6ed4e-8cdc-4f49-84e9-ba1053b5b3ca_6_30277793_164158989
114	1	Upper_Left	9b132e4f-7e35-4cc5-8711-43ad62b906d0	13:28780200−112141515	6, 7	31.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_114_part_1.png	13	28780200	112141515	LC	9b132e4f-7e35-4cc5-8711-43ad62b906d0_13_28780200_112141515
127	4	Lower_Right	9b132e4f-7e35-4cc5-8711-43ad62b906d0	16:83384632−90071935	8, 8	8.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_127_part_4.png	16	83384632	90071935	HC	9b132e4f-7e35-4cc5-8711-43ad62b906d0_16_83384632_90071935
114	2	Upper_Right	9b132e4f-7e35-4cc5-8711-43ad62b906d0	18:26992235−64244136	4, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_114_part_2.png	18	26992235	64244136	LC	9b132e4f-7e35-4cc5-8711-43ad62b906d0_18_26992235_64244136
114	3	Lower_Left	9b132e4f-7e35-4cc5-8711-43ad62b906d0	19:13858390−58445196	4, 7	22.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_114_part_3.png	19	13858390	58445196	LC	9b132e4f-7e35-4cc5-8711-43ad62b906d0_19_13858390_58445196
113	3	Lower_Left	9b132e4f-7e35-4cc5-8711-43ad62b906d0	1:194754133−247990684	5, 9	79.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_113_part_3.png	1	194754133	247990684	LC	9b132e4f-7e35-4cc5-8711-43ad62b906d0_1_194754133_247990684
113	4	Lower_Right	9b132e4f-7e35-4cc5-8711-43ad62b906d0	7:27678717−58038295	5, 5	14.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_113_part_4.png	7	27678717	58038295	LC	9b132e4f-7e35-4cc5-8711-43ad62b906d0_7_27678717_58038295
1	4	Lower_Right	9c274536-3ca1-4f0e-93a8-1688074d862f	11:58799118−69868742	3, 4	21.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset4/page_1_part_4.png	11	58799118	69868742	D4	9c274536-3ca1-4f0e-93a8-1688074d862f_11_58799118_69868742
8	1	Upper_Left	9c274536-3ca1-4f0e-93a8-1688074d862f	17:11629450−33500976	6, 7	34.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_8_part_1.png	17	11629450	33500976	LC	9c274536-3ca1-4f0e-93a8-1688074d862f_17_11629450_33500976
7	4	Lower_Right	9c274536-3ca1-4f0e-93a8-1688074d862f	8:40629167−102330843	6, 8	39.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_7_part_4.png	8	40629167	102330843	LC	9c274536-3ca1-4f0e-93a8-1688074d862f_8_40629167_102330843
259	3	Lower_Left	9c9b53e5-cdbe-4510-a839-4a3b5039681b	13:62209862−72754123	7, 7	7.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_259_part_3.png	13	62209862	72754123	HC	9c9b53e5-cdbe-4510-a839-4a3b5039681b_13_62209862_72754123
192	1	Upper_Left	9c9b53e5-cdbe-4510-a839-4a3b5039681b	18:25133083−67867958	6, 8	32.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_192_part_1.png	18	25133083	67867958	LC	9c9b53e5-cdbe-4510-a839-4a3b5039681b_18_25133083_67867958
259	4	Lower_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	21:10931511−44826284	12, 15	34.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_259_part_4.png	21	10931511	44826284	HC	9c9b53e5-cdbe-4510-a839-4a3b5039681b_21_10931511_44826284
259	2	Upper_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	3:9549122−195919822	7, 15	41.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_259_part_2.png	3	9549122	195919822	HC	9c9b53e5-cdbe-4510-a839-4a3b5039681b_3_9549122_195919822
132	2	Upper_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	7:78585846−144766064	7, 12	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_132_part_2.png	7	78585846	144766064	D3	9c9b53e5-cdbe-4510-a839-4a3b5039681b_7_78585846_144766064
59	1	Upper_Left	9d95a65b-e41d-4f93-92d4-99dce29ff40d	13:22617012−47972350	8, 13	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_59_part_1.png	13	22617012	47972350	HC	9d95a65b-e41d-4f93-92d4-99dce29ff40d_13_22617012_47972350
58	4	Lower_Right	9d95a65b-e41d-4f93-92d4-99dce29ff40d	3:118944666−165998674	8, 11	11.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_58_part_4.png	3	118944666	165998674	HC	9d95a65b-e41d-4f93-92d4-99dce29ff40d_3_118944666_165998674
24	2	Upper_Right	9f6be944-83de-42ab-8738-f0022f475e61	3:9745722−194626444	12, 14	60.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_24_part_2.png	3	9745722	194626444	D3	9f6be944-83de-42ab-8738-f0022f475e61_3_9745722_194626444
24	3	Lower_Left	9f6be944-83de-42ab-8738-f0022f475e61	5:10244050−179437055	11, 11	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_24_part_3.png	5	10244050	179437055	D3	9f6be944-83de-42ab-8738-f0022f475e61_5_10244050_179437055
24	4	Lower_Right	9f6be944-83de-42ab-8738-f0022f475e61	7:27995787−139646245	15, 16	31.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_24_part_4.png	7	27995787	139646245	D3	9f6be944-83de-42ab-8738-f0022f475e61_7_27995787_139646245
25	1	Upper_Left	9f6be944-83de-42ab-8738-f0022f475e61	8:6488297−144963441	7, 10	61.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_25_part_1.png	8	6488297	144963441	D3	9f6be944-83de-42ab-8738-f0022f475e61_8_6488297_144963441
25	2	Upper_Right	9f6be944-83de-42ab-8738-f0022f475e61	X:64211866−154270745	14, 23	28.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_25_part_2.png	X	64211866	154270745	D3	9f6be944-83de-42ab-8738-f0022f475e61_X_64211866_154270745
70	2	Upper_Right	9f81c602-8afa-4588-b0b6-6e5a1a128d5a	18:31523695−73471077	7, 18	18.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_70_part_2.png	18	31523695	73471077	D3	9f81c602-8afa-4588-b0b6-6e5a1a128d5a_18_31523695_73471077
128	1	Upper_Left	9f81c602-8afa-4588-b0b6-6e5a1a128d5a	5:2066631−42135112	17, 23	23.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_128_part_1.png	5	2066631	42135112	HC	9f81c602-8afa-4588-b0b6-6e5a1a128d5a_5_2066631_42135112
50	3	Lower_Left	9fc40b03-0b56-4b1f-93ed-dbc455ae3fd9	3:10505042−131382838	11, 11	15.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_50_part_3.png	3	10505042	131382838	D3	9fc40b03-0b56-4b1f-93ed-dbc455ae3fd9_3_10505042_131382838
50	4	Lower_Right	9fc40b03-0b56-4b1f-93ed-dbc455ae3fd9	4:69152238−129221201	6, 9	9.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.dataset3/page_50_part_4.png	4	69152238	129221201	D3	9fc40b03-0b56-4b1f-93ed-dbc455ae3fd9_4_69152238_129221201
59	3	Lower_Left	9fefbe7c-f66a-4940-843e-285cb7b392c1	11:77294848−126487192	10, 14	20.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_59_part_3.png	11	77294848	126487192	HC	9fefbe7c-f66a-4940-843e-285cb7b392c1_11_77294848_126487192
54	1	Upper_Left	9fefbe7c-f66a-4940-843e-285cb7b392c1	18:3037071−12644210	6, 6	6.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_54_part_1.png	18	3037071	12644210	LC	9fefbe7c-f66a-4940-843e-285cb7b392c1_18_3037071_12644210
54	2	Upper_Right	9fefbe7c-f66a-4940-843e-285cb7b392c1	19:12822132−24591286	4, 6	27.0	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.low_confidence/page_54_part_2.png	19	12822132	24591286	LC	9fefbe7c-f66a-4940-843e-285cb7b392c1_19_12822132_24591286
